Training_ID,Employee_ID,Training_Name,Provider,Start_Date,End_Date,Training_Cost,Certification_Status
T002578,E01197,Effective Communication,LinkedIn Learning,2024-01-19,2024-01-26,1293.89,Completed
T002579,E01198,Workplace Safety & Compliance,Internal L&D,2023-02-02,2023-02-06,2363.74,Completed
T002580,E01199,Cloud Computing Fundamentals,AWS Training,2024-01-14,2024-01-18,1430.49,Not Certified
T002581,E01199,Cybersecurity Awareness,Udemy,2024-06-06,2024-06-16,2656.1,In Progress
T002582,E01199,Sales Negotiation Skills,Miller Heiman,2023-09-19,2023-09-28,2162.83,Not Certified
T002583,E01199,Leadership Excellence,Dale Carnegie,2024-08-23,2024-08-27,2507.78,In Progress
T002584,E01199,Python for Data Analysis,Coursera,2024-07-10,2024-07-13,3025.62,Completed
T002585,E01200,Financial Modeling,Wall Street Prep,2023-09-29,2023-10-01,2983.89,Completed
T002586,E01201,Project Management Professional,PMI,2024-12-16,2024-12-20,2751.32,Completed
T002587,E01201,Sales Negotiation Skills,Miller Heiman,2024-11-03,2024-11-05,1587.94,Completed
T002588,E01201,Cybersecurity Awareness,Udemy,2024-08-07,2024-08-13,2778.91,Not Certified
T002589,E01201,Customer Service Excellence,Internal L&D,2024-12-14,2024-12-21,1372.88,Completed
T002590,E01201,Financial Modeling,Wall Street Prep,2024-09-06,2024-09-10,3271.82,Completed
T002591,E01202,Financial Modeling,Wall Street Prep,2021-11-12,2021-11-21,1652.38,Completed
T002592,E01202,Leadership Excellence,Dale Carnegie,2024-01-12,2024-01-19,2254.09,Completed
T002593,E01202,Python for Data Analysis,Coursera,2024-05-23,2024-06-02,2656.85,Completed
T002594,E01202,Python for Data Analysis,Coursera,2021-08-17,2021-08-25,2409.64,Not Certified
T002595,E01202,Python for Data Analysis,Coursera,2021-10-07,2021-10-10,1625.88,Completed
T002596,E01203,Advanced Excel & Data Analysis,Coursera,2024-08-28,2024-09-03,1605.62,In Progress
T002597,E01203,Python for Data Analysis,Coursera,2025-04-27,2025-05-05,1372.37,Completed
T002598,E01203,Advanced Excel & Data Analysis,Coursera,2025-05-22,2025-05-30,2073.01,Completed
T002599,E01204,Diversity & Inclusion Workshop,Internal L&D,2023-06-19,2023-06-28,760.17,Completed
T002600,E01204,Financial Modeling,Wall Street Prep,2022-08-21,2022-08-31,2729.66,Completed
T002601,E01204,Workplace Safety & Compliance,Internal L&D,2024-10-11,2024-10-21,3030.3,In Progress
T002602,E01204,Power BI for Business,Microsoft Learn,2023-08-05,2023-08-14,851.94,Completed
T002603,E01206,Advanced Excel & Data Analysis,Coursera,2024-11-27,2024-12-07,2410.3,In Progress
T002604,E01208,Effective Communication,LinkedIn Learning,2024-11-02,2024-11-07,949.28,Completed
T002605,E01208,Diversity & Inclusion Workshop,Internal L&D,2023-10-21,2023-10-28,1503.42,Completed
T002606,E01208,Project Management Professional,PMI,2025-03-25,2025-03-28,2457.4,Not Certified
T002607,E01209,Sales Negotiation Skills,Miller Heiman,2024-04-22,2024-04-29,402.99,Completed
T002608,E01209,Financial Modeling,Wall Street Prep,2021-09-19,2021-09-24,2251.56,Completed
T002609,E01209,Agile & Scrum Master,Scrum.org,2022-06-25,2022-07-01,876.68,In Progress
T002610,E01210,Sales Negotiation Skills,Miller Heiman,2025-03-31,2025-04-09,2563.93,Completed
T002611,E01211,Leadership Excellence,Dale Carnegie,2023-03-26,2023-04-05,3180.92,In Progress
T002612,E01213,Cloud Computing Fundamentals,AWS Training,2023-03-20,2023-03-29,2886.31,Completed
T002613,E01213,Effective Communication,LinkedIn Learning,2024-03-02,2024-03-04,1707.54,Completed
T002614,E01213,Diversity & Inclusion Workshop,Internal L&D,2024-01-14,2024-01-20,3121.63,Completed
T002615,E01213,Workplace Safety & Compliance,Internal L&D,2020-12-18,2020-12-21,728.75,Completed
T002616,E01214,Leadership Excellence,Dale Carnegie,2024-12-25,2024-12-28,2330.35,Completed
T002617,E01214,Effective Communication,LinkedIn Learning,2025-03-06,2025-03-09,1868.84,Completed
T002618,E01215,Agile & Scrum Master,Scrum.org,2023-02-25,2023-03-06,2880.53,Not Certified
T002619,E01215,Leadership Excellence,Dale Carnegie,2024-09-12,2024-09-14,656.18,Completed
T002620,E01216,Financial Modeling,Wall Street Prep,2025-01-31,2025-02-08,3461.78,In Progress
T002621,E01216,Cybersecurity Awareness,Udemy,2024-10-25,2024-11-02,888.36,In Progress
T002622,E01216,Project Management Professional,PMI,2025-03-23,2025-04-01,252.99,Not Certified
T002623,E01217,Six Sigma Green Belt,ASQ,2023-12-30,2024-01-09,1028.81,Completed
T002624,E01218,Workplace Safety & Compliance,Internal L&D,2023-08-23,2023-09-02,1862.05,Not Certified
T002625,E01218,Leadership Excellence,Dale Carnegie,2023-10-02,2023-10-09,649.79,Completed
T002626,E01218,Power BI for Business,Microsoft Learn,2023-08-03,2023-08-11,3320.05,Completed
T002627,E01218,Power BI for Business,Microsoft Learn,2025-06-08,2025-06-13,1063.27,Completed
T002628,E01218,Financial Modeling,Wall Street Prep,2023-07-19,2023-07-25,544.23,Completed
T002629,E01218,Python for Data Analysis,Coursera,2023-11-09,2023-11-15,2135.83,Completed
T002630,E01219,Sales Negotiation Skills,Miller Heiman,2023-12-26,2023-12-28,1921.21,Not Certified
T002631,E01219,Leadership Excellence,Dale Carnegie,2025-02-03,2025-02-06,2988.85,Completed
T002632,E01220,Python for Data Analysis,Coursera,2025-01-08,2025-01-16,170.74,Completed
T002633,E01221,Workplace Safety & Compliance,Internal L&D,2023-04-25,2023-05-02,225.06,Completed
T002634,E01221,Six Sigma Green Belt,ASQ,2024-01-02,2024-01-11,2685.23,Not Certified
T002635,E01222,Workplace Safety & Compliance,Internal L&D,2024-10-05,2024-10-07,742.88,Completed
T002636,E01222,Project Management Professional,PMI,2024-07-15,2024-07-18,351.45,Completed
T002637,E01223,Diversity & Inclusion Workshop,Internal L&D,2024-05-05,2024-05-14,1880.93,Completed
T002638,E01223,Sales Negotiation Skills,Miller Heiman,2024-05-14,2024-05-24,547.3,Completed
T002639,E01224,Six Sigma Green Belt,ASQ,2025-05-03,2025-05-12,655.21,In Progress
T002640,E01225,Project Management Professional,PMI,2023-10-09,2023-10-11,880.48,Completed
T002641,E01227,Financial Modeling,Wall Street Prep,2024-11-24,2024-11-29,1942.36,Completed
T002642,E01227,Agile & Scrum Master,Scrum.org,2024-02-07,2024-02-13,507.63,Completed
T002643,E01228,Workplace Safety & Compliance,Internal L&D,2023-11-16,2023-11-25,3196.53,Completed
T002644,E01228,Power BI for Business,Microsoft Learn,2024-01-02,2024-01-09,906.77,Completed
T002645,E01229,Leadership Excellence,Dale Carnegie,2021-03-04,2021-03-06,2520.29,Completed
T002646,E01230,Cloud Computing Fundamentals,AWS Training,2025-02-17,2025-02-24,1197.4,Not Certified
T002647,E01230,Workplace Safety & Compliance,Internal L&D,2024-08-27,2024-09-02,1871.03,In Progress
T002648,E01230,Agile & Scrum Master,Scrum.org,2024-12-30,2025-01-02,2525.8,In Progress
T002649,E01232,Agile & Scrum Master,Scrum.org,2022-02-24,2022-02-26,667.73,In Progress
T002650,E01232,Leadership Excellence,Dale Carnegie,2022-05-08,2022-05-14,2817.31,Completed
T002651,E01232,Financial Modeling,Wall Street Prep,2022-02-25,2022-03-06,234.52,Completed
T002652,E01232,Six Sigma Green Belt,ASQ,2024-10-29,2024-11-06,1152.47,Completed
T002653,E01232,Cybersecurity Awareness,Udemy,2021-09-15,2021-09-23,1208.78,Completed
T002654,E01233,Python for Data Analysis,Coursera,2024-12-03,2024-12-09,2749.97,Completed
T002655,E01239,Advanced Excel & Data Analysis,Coursera,2022-11-17,2022-11-26,2448.81,Not Certified
T002656,E01239,Python for Data Analysis,Coursera,2023-11-21,2023-12-01,1114.95,Completed
T002657,E01239,Customer Service Excellence,Internal L&D,2023-09-16,2023-09-24,2193.29,Not Certified
T002658,E01239,Cybersecurity Awareness,Udemy,2024-01-29,2024-02-07,247.42,Completed
T002659,E01241,Financial Modeling,Wall Street Prep,2024-12-14,2024-12-17,496.08,Completed
T002660,E01245,Six Sigma Green Belt,ASQ,2021-05-27,2021-06-01,3055.5,Completed
T002661,E01246,Cloud Computing Fundamentals,AWS Training,2023-08-11,2023-08-15,2401.82,In Progress
T002662,E01247,Cybersecurity Awareness,Udemy,2022-02-04,2022-02-13,1169.62,Not Certified
T002663,E01247,Leadership Excellence,Dale Carnegie,2021-04-25,2021-04-29,2973.16,Completed
T002664,E01247,Cybersecurity Awareness,Udemy,2024-01-29,2024-02-08,2611.59,Completed
T002665,E01247,Agile & Scrum Master,Scrum.org,2022-08-14,2022-08-24,2942.69,Completed
T002666,E01247,Cybersecurity Awareness,Udemy,2023-10-11,2023-10-17,1396.96,In Progress
T002667,E01249,Sales Negotiation Skills,Miller Heiman,2025-01-02,2025-01-12,814.07,Completed
T002668,E01249,Power BI for Business,Microsoft Learn,2023-08-21,2023-08-30,2333.88,Not Certified
T002669,E01249,Agile & Scrum Master,Scrum.org,2024-08-05,2024-08-08,1908.2,Completed
T002670,E01249,Agile & Scrum Master,Scrum.org,2024-04-10,2024-04-12,2518.25,Completed
T002671,E01250,Workplace Safety & Compliance,Internal L&D,2021-12-04,2021-12-14,1981.7,Not Certified
T002672,E01251,Customer Service Excellence,Internal L&D,2024-03-25,2024-03-30,215.34,Completed
T002673,E01251,Cybersecurity Awareness,Udemy,2022-08-28,2022-08-31,1318.37,Completed
T002674,E01251,Diversity & Inclusion Workshop,Internal L&D,2020-10-22,2020-10-31,1006.03,Completed
T002675,E01251,Agile & Scrum Master,Scrum.org,2020-08-22,2020-08-29,2733.82,Completed
T002676,E01251,Cloud Computing Fundamentals,AWS Training,2022-01-07,2022-01-15,2446.98,In Progress
T002677,E01251,Effective Communication,LinkedIn Learning,2023-07-05,2023-07-09,1674.91,Completed
T002678,E01252,Project Management Professional,PMI,2023-12-08,2023-12-15,530.0,In Progress
T002679,E01252,Agile & Scrum Master,Scrum.org,2023-11-10,2023-11-13,1853.31,Completed
T002680,E01252,Workplace Safety & Compliance,Internal L&D,2024-04-30,2024-05-06,1420.98,Completed
T002681,E01252,Power BI for Business,Microsoft Learn,2024-08-28,2024-09-05,1492.06,Completed
T002682,E01253,Cloud Computing Fundamentals,AWS Training,2024-09-12,2024-09-17,1530.84,Not Certified
T002683,E01254,Advanced Excel & Data Analysis,Coursera,2025-02-23,2025-02-25,3469.06,In Progress
T002684,E01254,Six Sigma Green Belt,ASQ,2023-06-17,2023-06-24,1860.51,Completed
T002685,E01254,Cybersecurity Awareness,Udemy,2023-08-14,2023-08-17,3254.48,Completed
T002686,E01258,Customer Service Excellence,Internal L&D,2022-07-03,2022-07-09,877.9,Completed
T002687,E01258,Project Management Professional,PMI,2025-05-26,2025-06-02,1327.89,Completed
T002688,E01258,Financial Modeling,Wall Street Prep,2022-08-06,2022-08-09,1458.49,Completed
T002689,E01261,Agile & Scrum Master,Scrum.org,2024-08-29,2024-09-03,2964.39,Not Certified
T002690,E01261,Financial Modeling,Wall Street Prep,2023-12-11,2023-12-21,1757.09,In Progress
T002691,E01261,Sales Negotiation Skills,Miller Heiman,2023-08-03,2023-08-13,536.78,Completed
T002692,E01262,Effective Communication,LinkedIn Learning,2024-05-17,2024-05-26,2841.56,Completed
T002693,E01262,Cybersecurity Awareness,Udemy,2023-07-02,2023-07-05,3069.18,Completed
T002694,E01262,Leadership Excellence,Dale Carnegie,2024-03-06,2024-03-11,2670.38,Completed
T002695,E01264,Six Sigma Green Belt,ASQ,2024-11-14,2024-11-17,652.53,Not Certified
T002696,E01265,Advanced Excel & Data Analysis,Coursera,2025-06-01,2025-06-11,3395.63,Completed
T002697,E01265,Power BI for Business,Microsoft Learn,2024-11-22,2024-11-28,1700.78,Completed
T002698,E01266,Cybersecurity Awareness,Udemy,2025-02-20,2025-02-26,561.16,Completed
T002699,E01267,Six Sigma Green Belt,ASQ,2022-09-28,2022-10-05,625.71,Completed
T002700,E01267,Customer Service Excellence,Internal L&D,2025-06-24,2025-06-27,1896.03,Completed
T002701,E01267,Customer Service Excellence,Internal L&D,2022-10-16,2022-10-24,3168.92,In Progress
T002702,E01267,Diversity & Inclusion Workshop,Internal L&D,2024-05-24,2024-06-02,1729.61,Completed
T002703,E01268,Leadership Excellence,Dale Carnegie,2025-02-10,2025-02-18,1133.01,Completed
T002704,E01268,Financial Modeling,Wall Street Prep,2024-12-16,2024-12-25,1061.88,In Progress
T002705,E01269,Python for Data Analysis,Coursera,2025-01-29,2025-02-03,2180.96,Completed
T002706,E01272,Sales Negotiation Skills,Miller Heiman,2025-06-12,2025-06-17,707.24,Not Certified
T002707,E01273,Financial Modeling,Wall Street Prep,2025-02-04,2025-02-06,2804.96,Completed
T002708,E01273,Agile & Scrum Master,Scrum.org,2023-09-13,2023-09-15,3068.48,Completed
T002709,E01273,Workplace Safety & Compliance,Internal L&D,2024-12-17,2024-12-22,1784.94,Completed
T002710,E01274,Cloud Computing Fundamentals,AWS Training,2022-12-31,2023-01-09,1049.11,Completed
T002711,E01274,Sales Negotiation Skills,Miller Heiman,2023-11-27,2023-12-04,2877.82,Completed
T002712,E01274,Cloud Computing Fundamentals,AWS Training,2023-07-03,2023-07-13,1577.86,Completed
T002713,E01274,Diversity & Inclusion Workshop,Internal L&D,2025-01-03,2025-01-10,2445.86,Not Certified
T002714,E01275,Cloud Computing Fundamentals,AWS Training,2025-06-09,2025-06-18,1669.42,Completed
T002715,E01276,Customer Service Excellence,Internal L&D,2023-04-05,2023-04-11,329.51,Completed
T002716,E01276,Power BI for Business,Microsoft Learn,2022-12-25,2022-12-31,3426.29,In Progress
T002717,E01276,Diversity & Inclusion Workshop,Internal L&D,2024-03-01,2024-03-05,953.0,Completed
T002718,E01276,Effective Communication,LinkedIn Learning,2025-02-08,2025-02-10,377.6,Completed
T002719,E01276,Six Sigma Green Belt,ASQ,2025-04-11,2025-04-14,2911.35,Completed
T002720,E01276,Project Management Professional,PMI,2022-11-24,2022-11-28,2453.45,Completed
T002721,E01277,Project Management Professional,PMI,2022-02-18,2022-02-23,2184.4,Not Certified
T002722,E01277,Leadership Excellence,Dale Carnegie,2020-10-04,2020-10-08,289.48,Not Certified
T002723,E01277,Power BI for Business,Microsoft Learn,2023-10-21,2023-10-26,613.38,Completed
T002724,E01277,Project Management Professional,PMI,2023-02-26,2023-03-04,2286.33,Completed
T002725,E01277,Leadership Excellence,Dale Carnegie,2021-03-29,2021-04-06,2569.22,Not Certified
T002726,E01278,Cloud Computing Fundamentals,AWS Training,2025-01-08,2025-01-12,2574.86,Completed
T002727,E01278,Cloud Computing Fundamentals,AWS Training,2024-06-02,2024-06-08,3114.0,Completed
T002728,E01279,Diversity & Inclusion Workshop,Internal L&D,2024-09-07,2024-09-13,2266.87,Not Certified
T002729,E01279,Cloud Computing Fundamentals,AWS Training,2025-01-24,2025-02-02,2039.06,Completed
T002730,E01279,Power BI for Business,Microsoft Learn,2025-01-20,2025-01-28,3044.54,Completed
T002731,E01279,Python for Data Analysis,Coursera,2023-09-04,2023-09-07,3057.63,Completed
T002732,E01280,Customer Service Excellence,Internal L&D,2022-07-25,2022-07-29,338.95,Completed
T002733,E01280,Agile & Scrum Master,Scrum.org,2022-11-12,2022-11-22,3275.97,Completed
T002734,E01280,Leadership Excellence,Dale Carnegie,2024-06-29,2024-07-01,245.66,Completed
T002735,E01280,Financial Modeling,Wall Street Prep,2021-11-08,2021-11-10,2963.85,In Progress
T002736,E01281,Cybersecurity Awareness,Udemy,2024-01-01,2024-01-07,407.43,Completed
T002737,E01281,Diversity & Inclusion Workshop,Internal L&D,2023-09-18,2023-09-21,900.99,Completed
T002738,E01282,Diversity & Inclusion Workshop,Internal L&D,2022-03-27,2022-04-02,429.26,Completed
T002739,E01283,Sales Negotiation Skills,Miller Heiman,2021-01-20,2021-01-24,2417.78,Not Certified
T002740,E01284,Financial Modeling,Wall Street Prep,2020-12-19,2020-12-21,3236.42,Completed
T002741,E01284,Advanced Excel & Data Analysis,Coursera,2022-11-04,2022-11-10,1011.34,Completed
T002742,E01284,Effective Communication,LinkedIn Learning,2021-11-17,2021-11-19,1327.98,Completed
T002743,E01284,Leadership Excellence,Dale Carnegie,2022-12-07,2022-12-13,2586.88,In Progress
T002744,E01285,Workplace Safety & Compliance,Internal L&D,2024-03-12,2024-03-16,2715.37,Completed
T002745,E01286,Six Sigma Green Belt,ASQ,2023-10-21,2023-10-27,3088.21,Not Certified
T002746,E01288,Customer Service Excellence,Internal L&D,2024-10-01,2024-10-11,1871.87,Completed
T002747,E01288,Customer Service Excellence,Internal L&D,2024-11-04,2024-11-11,744.87,Completed
T002748,E01289,Python for Data Analysis,Coursera,2024-09-29,2024-10-06,1770.11,Completed
T002749,E01290,Project Management Professional,PMI,2022-11-24,2022-11-26,1274.66,Completed
T002750,E01290,Agile & Scrum Master,Scrum.org,2023-07-03,2023-07-09,288.03,Completed
T002751,E01290,Cloud Computing Fundamentals,AWS Training,2025-01-22,2025-01-27,2756.98,Completed
T002752,E01290,Cloud Computing Fundamentals,AWS Training,2023-11-04,2023-11-13,3006.81,Completed
T002753,E01291,Effective Communication,LinkedIn Learning,2023-12-05,2023-12-07,1068.93,Completed
T002754,E01292,Power BI for Business,Microsoft Learn,2024-12-06,2024-12-15,1417.44,Not Certified
T002755,E01292,Cloud Computing Fundamentals,AWS Training,2024-07-07,2024-07-11,2825.13,Completed
T002756,E01293,Financial Modeling,Wall Street Prep,2025-06-21,2025-06-23,1669.9,Completed
T002757,E01295,Power BI for Business,Microsoft Learn,2023-09-12,2023-09-17,2440.9,Completed
T002758,E01296,Python for Data Analysis,Coursera,2022-02-04,2022-02-08,3155.84,In Progress
T002759,E01296,Customer Service Excellence,Internal L&D,2022-01-04,2022-01-09,1267.86,Not Certified
T002760,E01296,Customer Service Excellence,Internal L&D,2024-06-29,2024-07-09,1360.98,Not Certified
T002761,E01296,Financial Modeling,Wall Street Prep,2023-02-18,2023-02-21,434.23,Completed
T002762,E01297,Workplace Safety & Compliance,Internal L&D,2023-02-15,2023-02-24,949.2,In Progress
T002763,E01299,Workplace Safety & Compliance,Internal L&D,2025-06-24,2025-07-02,2331.1,Completed
T002764,E01301,Diversity & Inclusion Workshop,Internal L&D,2024-05-19,2024-05-29,2362.95,In Progress
T002765,E01301,Project Management Professional,PMI,2025-06-09,2025-06-15,3054.26,Completed
T002766,E01301,Project Management Professional,PMI,2023-09-09,2023-09-17,3166.34,Completed
T002767,E01301,Project Management Professional,PMI,2023-07-19,2023-07-22,1721.68,Completed
T002768,E01302,Advanced Excel & Data Analysis,Coursera,2025-04-14,2025-04-24,1057.75,In Progress
T002769,E01302,Project Management Professional,PMI,2025-02-17,2025-02-23,546.65,Not Certified
T002770,E01303,Financial Modeling,Wall Street Prep,2024-10-15,2024-10-20,2980.71,Completed
T002771,E01304,Power BI for Business,Microsoft Learn,2024-10-18,2024-10-21,2148.88,Completed
T002772,E01305,Diversity & Inclusion Workshop,Internal L&D,2023-12-03,2023-12-08,2588.76,In Progress
T002773,E01305,Power BI for Business,Microsoft Learn,2024-03-22,2024-03-24,1076.37,Completed
T002774,E01305,Diversity & Inclusion Workshop,Internal L&D,2023-11-24,2023-11-28,2191.21,Completed
T002775,E01305,Six Sigma Green Belt,ASQ,2025-01-07,2025-01-11,715.97,Completed
T002776,E01307,Diversity & Inclusion Workshop,Internal L&D,2023-09-19,2023-09-22,3450.05,Completed
T002777,E01307,Six Sigma Green Belt,ASQ,2023-08-31,2023-09-06,1297.96,Completed
T002778,E01307,Customer Service Excellence,Internal L&D,2024-10-27,2024-11-03,989.94,In Progress
T002779,E01307,Cloud Computing Fundamentals,AWS Training,2023-11-14,2023-11-17,3452.8,In Progress
T002780,E01308,Customer Service Excellence,Internal L&D,2022-12-18,2022-12-23,3036.04,Completed
T002781,E01308,Cybersecurity Awareness,Udemy,2023-07-29,2023-08-03,861.47,Not Certified
T002782,E01308,Effective Communication,LinkedIn Learning,2022-12-01,2022-12-06,1835.21,Completed
T002783,E01310,Cybersecurity Awareness,Udemy,2024-04-24,2024-05-02,906.1,Completed
T002784,E01310,Diversity & Inclusion Workshop,Internal L&D,2024-06-23,2024-06-25,2346.86,In Progress
T002785,E01311,Advanced Excel & Data Analysis,Coursera,2023-07-26,2023-08-03,2117.26,Completed
T002786,E01312,Diversity & Inclusion Workshop,Internal L&D,2024-04-16,2024-04-24,474.28,Completed
T002787,E01312,Cybersecurity Awareness,Udemy,2024-10-30,2024-11-05,2004.49,Not Certified
T002788,E01312,Financial Modeling,Wall Street Prep,2024-08-14,2024-08-16,3249.36,In Progress
T002789,E01312,Advanced Excel & Data Analysis,Coursera,2024-04-17,2024-04-23,1469.49,Completed
T002790,E01313,Python for Data Analysis,Coursera,2023-11-05,2023-11-07,2224.11,Completed
T002791,E01315,Project Management Professional,PMI,2023-10-27,2023-11-06,2911.07,Completed
T002792,E01315,Python for Data Analysis,Coursera,2023-07-06,2023-07-13,1012.23,Completed
T002793,E01315,Financial Modeling,Wall Street Prep,2024-02-09,2024-02-12,3327.02,Completed
T002794,E01316,Project Management Professional,PMI,2021-12-15,2021-12-18,3172.54,Not Certified
T002795,E01316,Cybersecurity Awareness,Udemy,2022-06-06,2022-06-10,2868.74,Completed
T002796,E01316,Diversity & Inclusion Workshop,Internal L&D,2023-04-07,2023-04-17,3037.56,Completed
T002797,E01316,Six Sigma Green Belt,ASQ,2024-10-21,2024-10-23,1760.74,Completed
T002798,E01316,Workplace Safety & Compliance,Internal L&D,2022-09-27,2022-10-04,1018.75,Completed
T002799,E01317,Power BI for Business,Microsoft Learn,2023-09-01,2023-09-11,1728.65,Completed
T002800,E01317,Cloud Computing Fundamentals,AWS Training,2023-08-08,2023-08-10,2747.97,Completed
T002801,E01319,Agile & Scrum Master,Scrum.org,2022-09-02,2022-09-04,2863.37,Completed
T002802,E01320,Project Management Professional,PMI,2020-10-08,2020-10-15,2730.19,Completed
T002803,E01320,Cloud Computing Fundamentals,AWS Training,2023-03-09,2023-03-13,1058.21,In Progress
T002804,E01320,Agile & Scrum Master,Scrum.org,2022-09-25,2022-10-05,424.53,Completed
T002805,E01320,Workplace Safety & Compliance,Internal L&D,2024-04-30,2024-05-03,675.34,Not Certified
T002806,E01323,Advanced Excel & Data Analysis,Coursera,2025-04-04,2025-04-08,746.96,Completed
T002807,E01324,Python for Data Analysis,Coursera,2024-01-15,2024-01-24,2090.05,Completed
T002808,E01327,Workplace Safety & Compliance,Internal L&D,2025-04-05,2025-04-12,983.65,Not Certified
T002809,E01327,Power BI for Business,Microsoft Learn,2025-04-04,2025-04-10,231.94,In Progress
T002810,E01328,Customer Service Excellence,Internal L&D,2024-09-30,2024-10-10,917.23,Completed
T002811,E01328,Agile & Scrum Master,Scrum.org,2025-03-22,2025-03-31,435.42,Completed
T002812,E01328,Leadership Excellence,Dale Carnegie,2024-08-06,2024-08-13,315.18,Not Certified
T002813,E01329,Diversity & Inclusion Workshop,Internal L&D,2025-06-16,2025-06-24,2598.93,Not Certified
T002814,E01329,Workplace Safety & Compliance,Internal L&D,2024-07-01,2024-07-05,2798.76,Completed
T002815,E01329,Financial Modeling,Wall Street Prep,2023-05-04,2023-05-13,1768.08,Completed
T002816,E01330,Cybersecurity Awareness,Udemy,2025-05-07,2025-05-12,1485.82,Not Certified
T002817,E01331,Python for Data Analysis,Coursera,2025-04-22,2025-04-24,2808.72,Completed
T002818,E01332,Workplace Safety & Compliance,Internal L&D,2024-08-07,2024-08-15,1257.97,Completed
T002819,E01332,Project Management Professional,PMI,2025-01-28,2025-02-06,2295.12,Completed
T002820,E01334,Effective Communication,LinkedIn Learning,2024-05-06,2024-05-08,749.2,Completed
T002821,E01334,Power BI for Business,Microsoft Learn,2023-02-16,2023-02-20,496.4,Completed
T002822,E01334,Python for Data Analysis,Coursera,2024-06-19,2024-06-27,1226.8,In Progress
T002823,E01334,Workplace Safety & Compliance,Internal L&D,2025-03-15,2025-03-22,2519.9,Completed
T002824,E01335,Effective Communication,LinkedIn Learning,2023-01-14,2023-01-16,2428.22,Completed
T002825,E01335,Sales Negotiation Skills,Miller Heiman,2025-06-02,2025-06-12,649.62,Completed
T002826,E01336,Advanced Excel & Data Analysis,Coursera,2024-10-28,2024-11-03,2311.67,Completed
T002827,E01336,Six Sigma Green Belt,ASQ,2023-12-04,2023-12-12,2830.47,Not Certified
T002828,E01336,Sales Negotiation Skills,Miller Heiman,2022-12-26,2023-01-01,635.67,Completed
T002829,E01336,Six Sigma Green Belt,ASQ,2023-12-11,2023-12-18,1310.66,Completed
T002830,E01337,Diversity & Inclusion Workshop,Internal L&D,2025-05-12,2025-05-20,2694.75,In Progress
T002831,E01337,Sales Negotiation Skills,Miller Heiman,2023-06-29,2023-07-04,955.24,Completed
T002832,E01337,Effective Communication,LinkedIn Learning,2023-04-18,2023-04-26,1574.03,Completed
T002833,E01338,Python for Data Analysis,Coursera,2024-01-11,2024-01-14,2499.32,Not Certified
T002834,E01338,Agile & Scrum Master,Scrum.org,2023-04-28,2023-04-30,3487.1,Completed
T002835,E01339,Customer Service Excellence,Internal L&D,2022-11-26,2022-11-29,2312.95,Completed
T002836,E01339,Sales Negotiation Skills,Miller Heiman,2020-11-01,2020-11-11,1060.62,Not Certified
T002837,E01339,Diversity & Inclusion Workshop,Internal L&D,2021-03-02,2021-03-04,1138.02,Completed
T002838,E01339,Agile & Scrum Master,Scrum.org,2020-08-22,2020-08-29,1009.77,In Progress
T002839,E01339,Cloud Computing Fundamentals,AWS Training,2020-06-26,2020-07-01,1991.86,Completed
T002840,E01339,Customer Service Excellence,Internal L&D,2020-03-14,2020-03-16,3455.94,Not Certified
T002841,E01340,Customer Service Excellence,Internal L&D,2023-12-21,2023-12-25,776.27,Completed
T002842,E01340,Workplace Safety & Compliance,Internal L&D,2024-10-31,2024-11-09,389.55,Completed
T002843,E01340,Effective Communication,LinkedIn Learning,2023-07-30,2023-08-01,3240.55,Not Certified
T002844,E01341,Agile & Scrum Master,Scrum.org,2024-12-11,2024-12-18,1059.34,Completed
T002845,E01341,Power BI for Business,Microsoft Learn,2023-12-05,2023-12-09,1864.65,Not Certified
T002846,E01341,Effective Communication,LinkedIn Learning,2022-11-27,2022-12-06,3154.82,Completed
T002847,E01342,Cloud Computing Fundamentals,AWS Training,2024-07-16,2024-07-18,287.02,Not Certified
T002848,E01342,Power BI for Business,Microsoft Learn,2024-10-16,2024-10-18,887.92,In Progress
T002849,E01342,Python for Data Analysis,Coursera,2023-02-07,2023-02-14,297.02,Completed
T002850,E01342,Agile & Scrum Master,Scrum.org,2025-06-14,2025-06-18,346.41,Completed
T002851,E01342,Six Sigma Green Belt,ASQ,2022-09-29,2022-10-03,2148.14,In Progress
T002852,E01343,Leadership Excellence,Dale Carnegie,2023-06-12,2023-06-16,2185.98,Completed
T002853,E01343,Effective Communication,LinkedIn Learning,2022-11-30,2022-12-02,1394.22,In Progress
T002854,E01343,Cloud Computing Fundamentals,AWS Training,2024-03-09,2024-03-12,3464.2,Completed
T002855,E01343,Agile & Scrum Master,Scrum.org,2022-07-04,2022-07-12,2372.57,Completed
T002856,E01343,Six Sigma Green Belt,ASQ,2025-04-22,2025-05-02,3398.17,Completed
T002857,E01345,Customer Service Excellence,Internal L&D,2024-10-11,2024-10-15,1017.92,Not Certified
T002858,E01347,Project Management Professional,PMI,2021-10-05,2021-10-08,826.96,Completed
T002859,E01347,Power BI for Business,Microsoft Learn,2020-07-19,2020-07-26,3408.43,Completed
T002860,E01348,Cloud Computing Fundamentals,AWS Training,2024-05-17,2024-05-24,216.33,Completed
T002861,E01349,Project Management Professional,PMI,2023-04-28,2023-05-06,3481.24,Completed
T002862,E01350,Customer Service Excellence,Internal L&D,2024-08-04,2024-08-13,2968.67,Completed
