Performance_ID,Employee_ID,Review_Date,Reviewer_ID,KPI_Score,Productivity_Score,Attendance_Score,Teamwork_Score,Overall_Rating,Promotion_Recommendation
PF004303,E01335,2025-03-30,E00238,86.7,75.6,73.3,89.5,Good,Yes
PF004304,E01336,2023-04-22,E01336,47.5,62.6,84.6,71.5,Average,No
PF004305,E01336,2023-10-21,E01336,82.9,81.4,88.2,85.2,Good,No
PF004306,E01336,2024-04-20,E01336,55.0,73.5,86.2,81.3,Good,Yes
PF004307,E01336,2024-10-19,E01336,74.7,79.4,74.4,93.5,Good,No
PF004308,E01336,2025-04-19,E01336,80.1,57.7,82.0,55.9,Average,No
PF004309,E01337,2022-07-10,E01314,60.0,78.9,85.5,70.7,Good,No
PF004310,E01337,2023-01-08,E01314,54.1,81.6,76.7,67.1,Average,No
PF004311,E01337,2023-07-09,E01314,50.8,90.9,73.6,84.3,Good,No
PF004312,E01337,2024-01-07,E01314,64.5,89.1,92.1,64.1,Good,No
PF004313,E01337,2024-07-07,E01314,62.3,67.7,85.3,90.3,Good,No
PF004314,E01337,2025-01-05,E01314,91.1,81.6,65.1,78.1,Good,No
PF004315,E01338,2023-08-10,E00498,66.9,75.7,83.2,79.1,Good,Yes
PF004316,E01338,2024-02-08,E00498,79.3,68.5,89.8,55.8,Good,Yes
PF004317,E01339,2020-07-04,E01339,85.6,79.1,94.5,69.8,Good,Yes
PF004318,E01339,2021-01-02,E01339,66.3,87.9,88.3,76.4,Good,No
PF004319,E01339,2021-07-03,E01339,94.1,81.5,83.0,95.7,Good,No
PF004320,E01339,2022-01-01,E01339,83.4,87.2,85.9,61.6,Good,No
PF004321,E01339,2022-07-02,E01339,87.6,62.6,83.5,50.4,Good,No
PF004322,E01339,2022-12-31,E01339,62.8,73.2,77.8,89.8,Good,No
PF004323,E01340,2021-05-03,E00130,63.9,66.0,83.8,77.3,Good,No
PF004324,E01340,2021-11-01,E00130,91.8,66.2,94.1,73.7,Good,No
PF004325,E01340,2022-05-02,E00130,90.5,37.8,92.5,90.6,Good,No
PF004326,E01340,2022-10-31,E00130,86.7,65.1,61.3,80.9,Good,Yes
PF004327,E01340,2023-05-01,E00130,100.0,83.3,73.3,64.2,Good,No
PF004328,E01340,2023-10-30,E00130,77.6,76.5,67.9,80.9,Good,Yes
PF004329,E01340,2024-04-29,E00130,89.0,68.2,77.0,93.5,Good,No
PF004330,E01340,2024-10-28,E00130,78.6,89.1,62.5,70.9,Good,Yes
PF004331,E01340,2025-04-28,E00130,63.3,68.2,83.7,60.7,Average,No
PF004332,E01341,2023-03-25,E01052,64.0,60.9,89.8,79.5,Good,Yes
PF004333,E01341,2023-09-23,E01052,57.5,100.0,70.4,77.2,Good,Yes
PF004334,E01341,2024-03-23,E01052,80.2,45.6,68.3,72.8,Average,No
PF004335,E01341,2024-09-21,E01052,79.5,70.2,88.9,72.0,Good,No
PF004336,E01341,2025-03-22,E01052,62.2,75.5,89.4,73.7,Good,No
PF004337,E01342,2022-09-17,E01342,69.2,86.7,74.8,80.5,Good,No
PF004338,E01342,2023-03-18,E01342,77.5,93.6,78.7,96.8,Good,No
PF004339,E01342,2023-09-16,E01342,60.5,82.0,76.0,82.0,Good,No
PF004340,E01342,2024-03-16,E01342,54.1,78.8,100.0,90.6,Good,No
PF004341,E01342,2024-09-14,E01342,71.3,51.8,75.6,75.2,Average,No
PF004342,E01342,2025-03-15,E01342,86.8,48.1,74.1,72.6,Good,No
PF004343,E01343,2022-09-26,E00253,76.4,75.8,84.4,86.8,Good,Yes
PF004344,E01343,2023-03-27,E00253,64.8,71.6,84.3,81.7,Good,No
PF004345,E01343,2023-09-25,E00253,82.5,74.3,86.0,87.7,Good,No
PF004346,E01343,2024-03-25,E00253,66.1,53.4,76.6,77.1,Average,No
PF004347,E01343,2024-09-23,E00253,68.0,81.9,85.1,75.1,Good,Yes
PF004348,E01343,2025-03-24,E00253,83.1,49.0,85.5,77.6,Good,Yes
PF004349,E01345,2023-01-07,E00348,56.8,80.1,96.6,76.2,Good,No
PF004350,E01345,2023-07-08,E00348,75.1,76.4,84.2,99.4,Good,Yes
PF004351,E01345,2024-01-06,E00348,64.9,76.3,67.1,79.3,Good,No
PF004352,E01345,2024-07-06,E00348,100.0,73.1,89.4,55.2,Good,No
PF004353,E01345,2025-01-04,E00348,89.0,86.0,86.3,69.9,Good,Yes
PF004354,E01346,2023-10-08,E01086,68.8,89.8,86.9,82.1,Good,Yes
PF004355,E01346,2024-04-07,E01086,67.6,40.6,91.7,69.9,Average,No
PF004356,E01346,2024-10-06,E01086,80.5,65.2,84.2,73.9,Good,No
PF004357,E01346,2025-04-06,E01086,84.2,77.5,80.9,98.7,Good,No
PF004358,E01347,2021-01-13,E00146,64.7,77.4,100.0,76.4,Good,Yes
PF004359,E01347,2021-07-14,E00146,66.7,75.6,73.6,100.0,Good,No
PF004360,E01347,2022-01-12,E00146,53.8,64.4,84.5,71.7,Average,No
PF004361,E01347,2022-07-13,E00146,78.0,93.0,82.0,75.9,Good,Yes
PF004362,E01347,2023-01-11,E00146,64.6,64.3,83.1,82.3,Good,Yes
PF004363,E01348,2024-07-24,E01348,92.1,87.9,68.8,74.5,Good,Yes
PF004364,E01348,2025-01-22,E01348,75.8,90.4,78.2,69.4,Good,No
PF004365,E01350,2024-09-01,E01350,66.0,77.9,75.9,72.0,Good,No
PF004366,E01350,2025-03-02,E01350,69.5,78.1,72.8,72.3,Good,No
PF004367,E01351,2021-04-02,E00309,73.4,100.0,87.5,82.9,Good,No
PF004368,E01351,2021-10-01,E00309,70.5,66.4,85.2,86.8,Good,Yes
PF004369,E01351,2022-04-01,E00309,64.3,82.2,91.0,85.5,Good,No
PF004370,E01351,2022-09-30,E00309,85.4,66.4,77.4,97.2,Good,Yes
PF004371,E01351,2023-03-31,E00309,83.4,80.2,91.0,85.3,Good,Yes
PF004372,E01351,2023-09-29,E00309,64.5,85.2,64.2,90.5,Good,No
PF004373,E01351,2024-03-29,E00309,60.7,95.5,81.8,70.6,Good,No
PF004374,E01351,2024-09-27,E00309,70.6,63.3,75.8,74.2,Good,No
PF004375,E01351,2025-03-28,E00309,84.1,70.2,74.5,73.3,Good,No
PF004376,E01352,2024-06-22,E00799,73.4,92.4,82.6,93.4,Good,No
PF004377,E01352,2024-12-21,E00799,75.5,74.5,78.5,83.6,Good,No
PF004378,E01352,2025-06-21,E00799,84.3,70.7,74.9,82.5,Good,No
PF004379,E01353,2022-12-10,E01320,63.9,96.1,79.2,63.1,Good,No
PF004380,E01353,2023-06-10,E01320,80.4,77.9,87.5,77.7,Good,Yes
PF004381,E01353,2023-12-09,E01320,81.0,87.4,76.6,86.8,Good,No
PF004382,E01353,2024-06-08,E01320,66.8,84.8,73.7,89.1,Good,No
PF004383,E01353,2024-12-07,E01320,74.9,45.9,91.3,64.5,Average,No
PF004384,E01353,2025-06-07,E01320,85.7,66.1,84.1,79.8,Good,No
PF004385,E01354,2024-02-08,E01354,68.3,73.3,82.0,68.7,Good,No
PF004386,E01354,2024-08-08,E01354,98.1,75.9,85.9,56.4,Good,Yes
PF004387,E01354,2025-02-06,E01354,69.6,69.8,66.0,76.0,Good,No
PF004388,E01355,2023-10-14,E00953,82.6,91.7,81.3,73.9,Good,Yes
PF004389,E01355,2024-04-13,E00953,76.7,84.1,81.3,74.9,Good,Yes
PF004390,E01355,2024-10-12,E00953,72.3,53.9,85.0,73.8,Good,No
PF004391,E01355,2025-04-12,E00953,42.4,72.8,79.1,86.9,Good,No
PF004392,E01356,2023-12-20,E01114,70.8,84.9,68.8,77.4,Good,Yes
PF004393,E01356,2024-06-19,E01114,73.7,83.0,79.5,89.6,Good,Yes
PF004394,E01356,2024-12-18,E01114,79.1,77.8,79.4,75.3,Good,No
PF004395,E01356,2025-06-18,E01114,68.0,88.4,88.1,90.0,Good,Yes
PF004396,E01357,2020-08-08,E01357,68.0,83.3,82.2,86.5,Good,Yes
PF004397,E01358,2025-02-05,E00663,69.7,80.6,82.5,99.8,Good,Yes
PF004398,E01359,2021-10-22,E01268,85.5,57.2,79.7,58.3,Good,No
PF004399,E01359,2022-04-22,E01268,64.1,36.6,85.5,70.8,Average,No
PF004400,E01359,2022-10-21,E01268,73.3,76.1,84.8,80.0,Good,No
PF004401,E01359,2023-04-21,E01268,77.6,100.0,75.4,67.3,Good,No
PF004402,E01359,2023-10-20,E01268,77.7,63.6,80.3,79.1,Good,No
PF004403,E01359,2024-04-19,E01268,80.8,48.3,77.9,85.1,Good,No
PF004404,E01359,2024-10-18,E01268,66.7,68.9,87.3,78.4,Good,Yes
PF004405,E01359,2025-04-18,E01268,50.8,81.5,94.6,86.0,Good,No
PF004406,E01360,2021-09-13,E01360,96.6,57.3,88.1,57.0,Good,Yes
PF004407,E01360,2022-03-14,E01360,81.0,58.0,61.2,77.4,Average,No
PF004408,E01360,2022-09-12,E01360,66.4,90.9,70.3,78.7,Good,Yes
PF004409,E01360,2023-03-13,E01360,74.8,50.9,93.5,86.5,Good,No
PF004410,E01360,2023-09-11,E01360,71.4,88.1,92.9,68.6,Good,No
PF004411,E01360,2024-03-11,E01360,68.4,69.6,86.9,84.8,Good,No
PF004412,E01360,2024-09-09,E01360,68.3,85.0,81.5,78.6,Good,Yes
PF004413,E01360,2025-03-10,E01360,78.8,67.2,85.9,65.9,Good,No
PF004414,E01361,2025-02-19,E01161,80.4,52.1,76.4,76.0,Good,No
PF004415,E01362,2024-11-27,E00166,76.2,65.1,74.9,61.9,Average,No
PF004416,E01362,2025-05-28,E00166,78.1,83.5,88.0,87.5,Good,Yes
PF004417,E01363,2024-07-21,E00779,60.7,100.0,75.2,84.5,Good,No
PF004418,E01364,2022-01-24,E01364,62.8,65.6,88.8,71.2,Good,Yes
PF004419,E01364,2022-07-25,E01364,71.6,53.4,85.8,82.4,Good,No
PF004420,E01364,2023-01-23,E01364,66.4,50.3,77.5,79.2,Average,No
PF004421,E01364,2023-07-24,E01364,77.4,82.4,63.5,82.3,Good,No
PF004422,E01364,2024-01-22,E01364,81.1,92.2,74.1,65.2,Good,No
PF004423,E01364,2024-07-22,E01364,81.4,63.2,78.4,71.6,Good,Yes
PF004424,E01364,2025-01-20,E01364,68.6,77.8,93.1,72.1,Good,Yes
PF004425,E01365,2024-08-02,E01331,77.3,82.1,82.5,70.8,Good,No
PF004426,E01365,2025-01-31,E01331,82.3,71.4,93.5,78.4,Good,No
PF004427,E01367,2023-09-30,E00237,75.7,69.5,75.5,71.3,Good,No
PF004428,E01367,2024-03-30,E00237,47.0,76.3,72.6,70.2,Average,No
PF004429,E01368,2022-08-31,E01368,66.5,56.1,88.6,86.2,Good,No
PF004430,E01368,2023-03-01,E01368,68.0,65.1,66.0,77.5,Average,No
PF004431,E01368,2023-08-30,E01368,68.5,73.8,67.8,71.3,Good,No
PF004432,E01368,2024-02-28,E01368,73.2,76.0,87.4,74.7,Good,Yes
PF004433,E01368,2024-08-28,E01368,72.9,93.0,83.8,69.9,Good,No
PF004434,E01369,2022-05-12,E00824,65.9,55.8,79.4,79.0,Good,No
PF004435,E01369,2022-11-10,E00824,59.1,90.5,77.5,63.1,Good,Yes
PF004436,E01369,2023-05-11,E00824,100.0,81.6,74.6,69.5,Good,Yes
PF004437,E01369,2023-11-09,E00824,86.7,82.8,69.4,75.9,Good,No
PF004438,E01370,2022-04-17,E00726,66.1,66.8,87.9,98.1,Good,No
PF004439,E01371,2025-01-14,E01278,84.7,100.0,82.0,75.4,Good,No
PF004440,E01372,2025-03-10,E01372,72.4,56.4,59.3,91.5,Average,No
PF004441,E01373,2025-06-02,E01373,51.4,94.7,67.7,70.4,Good,No
PF004442,E01374,2023-10-29,E00939,95.4,57.1,81.1,68.0,Good,No
PF004443,E01374,2024-04-28,E00939,97.1,61.4,66.7,68.2,Good,No
PF004444,E01374,2024-10-27,E00939,82.2,75.5,84.6,75.0,Good,Yes
PF004445,E01374,2025-04-27,E00939,73.9,50.6,78.2,88.1,Good,No
PF004446,E01375,2022-05-09,E00803,72.6,71.4,68.4,90.4,Good,Yes
PF004447,E01375,2022-11-07,E00803,66.1,63.7,82.5,60.9,Average,No
PF004448,E01376,2024-09-19,E00160,78.8,72.8,76.9,66.4,Good,No
PF004449,E01376,2025-03-20,E00160,60.8,57.0,87.4,78.1,Good,Yes
PF004450,E01377,2024-12-27,E00112,73.8,92.2,94.2,83.1,Good,Yes
PF004451,E01377,2025-06-27,E00112,84.8,59.8,65.2,68.8,Average,No
PF004452,E01378,2020-08-17,E01378,71.4,70.1,87.3,66.1,Good,Yes
PF004453,E01378,2021-02-15,E01378,81.3,76.7,98.5,84.1,Good,Yes
PF004454,E01378,2021-08-16,E01378,59.1,58.1,65.0,85.4,Average,No
PF004455,E01378,2022-02-14,E01378,48.9,66.3,78.3,71.4,Average,No
PF004456,E01378,2022-08-15,E01378,73.8,81.6,74.3,67.2,Good,Yes
PF004457,E01378,2023-02-13,E01378,86.3,65.4,77.2,72.6,Good,No
PF004458,E01378,2023-08-14,E01378,73.6,76.5,70.6,76.6,Good,Yes
PF004459,E01378,2024-02-12,E01378,61.4,76.9,85.2,84.7,Good,Yes
PF004460,E01378,2024-08-12,E01378,52.6,51.2,78.1,81.1,Average,No
PF004461,E01379,2021-03-20,E01379,90.9,80.2,87.1,78.6,Good,Yes
PF004462,E01379,2021-09-18,E01379,94.0,80.4,81.3,84.6,Good,No
PF004463,E01379,2022-03-19,E01379,81.1,68.8,84.9,91.0,Good,No
PF004464,E01379,2022-09-17,E01379,59.6,74.9,94.7,61.6,Good,Yes
PF004465,E01379,2023-03-18,E01379,77.2,82.7,82.9,86.7,Good,Yes
PF004466,E01379,2023-09-16,E01379,72.6,71.1,83.0,72.9,Good,Yes
PF004467,E01379,2024-03-16,E01379,86.6,72.4,75.9,73.0,Good,Yes
PF004468,E01379,2024-09-14,E01379,76.2,94.3,74.9,62.3,Good,Yes
PF004469,E01379,2025-03-15,E01379,79.3,100.0,87.7,53.5,Good,Yes
PF004470,E01380,2023-12-07,E00732,69.2,74.2,75.4,77.6,Good,Yes
PF004471,E01380,2024-06-06,E00732,65.8,73.0,95.6,69.9,Good,Yes
PF004472,E01380,2024-12-05,E00732,69.8,68.9,89.4,62.3,Good,Yes
PF004473,E01381,2022-04-18,E01337,70.1,69.0,75.3,53.0,Average,No
PF004474,E01381,2022-10-17,E01337,100.0,73.7,61.1,58.4,Good,Yes
PF004475,E01381,2023-04-17,E01337,60.5,78.1,69.5,100.0,Good,No
PF004476,E01381,2023-10-16,E01337,67.7,68.1,95.6,82.5,Good,Yes
PF004477,E01383,2024-03-14,E00402,71.7,82.5,79.1,80.6,Good,No
PF004478,E01384,2024-11-15,E00202,63.4,72.9,68.4,51.1,Average,No
PF004479,E01384,2025-05-16,E00202,81.3,100.0,90.5,69.1,Good,No
PF004480,E01385,2024-07-17,E01385,89.2,98.5,84.8,66.3,Good,Yes
PF004481,E01386,2020-12-13,E01386,66.9,80.2,95.5,51.5,Good,Yes
PF004482,E01386,2021-06-13,E01386,70.1,90.3,74.1,64.9,Good,No
PF004483,E01386,2021-12-12,E01386,75.0,69.8,79.3,82.3,Good,Yes
PF004484,E01386,2022-06-12,E01386,74.7,77.5,91.9,82.4,Good,No
PF004485,E01386,2022-12-11,E01386,78.7,79.0,87.2,80.1,Good,No
PF004486,E01386,2023-06-11,E01386,74.1,82.1,66.9,49.8,Average,No
PF004487,E01386,2023-12-10,E01386,100.0,67.3,77.0,79.9,Good,No
PF004488,E01386,2024-06-09,E01386,86.6,71.4,70.3,74.4,Good,Yes
PF004489,E01386,2024-12-08,E01386,68.6,83.5,82.0,78.1,Good,Yes
PF004490,E01386,2025-06-08,E01386,84.9,81.9,75.9,60.4,Good,No
PF004491,E01387,2023-03-03,E01004,89.5,96.5,76.2,72.6,Good,Yes
PF004492,E01387,2023-09-01,E01004,61.1,86.3,62.2,88.2,Good,No
PF004493,E01387,2024-03-01,E01004,84.6,78.7,94.4,89.9,Good,No
PF004494,E01387,2024-08-30,E01004,84.3,69.5,91.9,65.6,Good,Yes
PF004495,E01387,2025-02-28,E01004,60.9,82.3,66.2,48.7,Average,No
PF004496,E01388,2021-02-05,E00576,77.8,64.6,88.0,63.3,Good,No
PF004497,E01388,2021-08-06,E00576,51.9,71.1,77.0,92.3,Good,No
PF004498,E01388,2022-02-04,E00576,66.2,60.0,86.7,81.0,Good,No
PF004499,E01388,2022-08-05,E00576,62.5,68.0,73.7,84.8,Good,No
PF004500,E01388,2023-02-03,E00576,72.2,65.5,82.5,71.8,Good,Yes
PF004501,E01388,2023-08-04,E00576,78.2,78.6,72.1,71.0,Good,No
PF004502,E01388,2024-02-02,E00576,80.2,68.6,78.6,85.8,Good,No
PF004503,E01388,2024-08-02,E00576,74.9,83.4,81.4,61.8,Good,No
PF004504,E01388,2025-01-31,E00576,61.9,79.3,76.2,62.3,Average,No
PF004505,E01389,2022-11-20,E00116,70.3,52.4,72.2,89.9,Good,No
PF004506,E01389,2023-05-21,E00116,67.0,73.7,75.0,71.9,Good,No
PF004507,E01389,2023-11-19,E00116,87.2,90.0,71.9,58.9,Good,No
PF004508,E01389,2024-05-19,E00116,70.7,85.4,92.3,85.6,Good,No
PF004509,E01389,2024-11-17,E00116,79.2,72.5,80.7,87.9,Good,Yes
PF004510,E01389,2025-05-18,E00116,72.1,71.1,88.5,79.2,Good,No
PF004511,E01390,2024-10-01,E01223,75.5,78.6,79.3,70.8,Good,No
PF004512,E01390,2025-04-01,E01223,62.7,62.3,80.3,66.3,Average,No
PF004513,E01392,2025-06-01,E00332,88.6,52.5,78.2,69.9,Good,Yes
PF004514,E01393,2023-05-16,E00603,49.2,51.5,68.6,80.2,Average,No
PF004515,E01393,2023-11-14,E00603,81.3,92.1,82.8,72.6,Good,No
PF004516,E01393,2024-05-14,E00603,42.9,78.6,83.6,74.3,Average,No
PF004517,E01393,2024-11-12,E00603,80.9,61.5,79.3,83.6,Good,Yes
PF004518,E01393,2025-05-13,E00603,84.5,90.9,78.0,85.2,Good,Yes
PF004519,E01394,2023-10-11,E00309,93.1,56.0,81.4,86.3,Good,Yes
PF004520,E01394,2024-04-10,E00309,76.8,61.9,66.3,89.0,Good,No
PF004521,E01394,2024-10-09,E00309,75.9,72.3,96.2,57.0,Good,No
PF004522,E01394,2025-04-09,E00309,84.2,68.4,82.1,85.8,Good,No
PF004523,E01395,2024-05-01,E00587,93.9,78.2,73.8,70.5,Good,No
PF004524,E01395,2024-10-30,E00587,79.1,73.7,62.9,48.2,Average,No
PF004525,E01395,2025-04-30,E00587,65.3,68.4,78.1,85.2,Good,No
PF004526,E01396,2022-05-27,E00386,80.0,89.9,91.4,76.2,Good,No
PF004527,E01396,2022-11-25,E00386,71.4,83.1,66.1,73.1,Good,Yes
PF004528,E01396,2023-05-26,E00386,74.6,68.6,60.0,81.8,Good,No
PF004529,E01396,2023-11-24,E00386,75.1,73.3,78.2,67.8,Good,Yes
PF004530,E01396,2024-05-24,E00386,61.7,89.0,81.3,89.1,Good,No
PF004531,E01397,2024-06-12,E01397,76.6,69.1,99.2,100.0,Good,No
PF004532,E01397,2024-12-11,E01397,88.0,80.2,81.6,75.1,Good,Yes
PF004533,E01397,2025-06-11,E01397,83.7,93.4,81.6,44.3,Good,No
PF004534,E01399,2024-09-12,E00967,63.3,94.3,66.9,88.8,Good,Yes
PF004535,E01399,2025-03-13,E00967,84.0,66.8,66.7,62.1,Average,No
PF004536,E01400,2022-08-11,E00696,76.6,40.8,85.9,84.7,Good,No
PF004537,E01400,2023-02-09,E00696,100.0,67.8,84.9,71.3,Good,No
PF004538,E01400,2023-08-10,E00696,66.1,72.3,95.5,65.4,Good,Yes
PF004539,E01401,2024-12-26,E00828,87.3,70.6,73.2,74.2,Good,Yes
PF004540,E01401,2025-06-26,E00828,61.4,78.8,80.6,68.2,Good,No
PF004541,E01402,2022-02-15,E00921,69.8,70.4,69.3,76.6,Good,No
PF004542,E01402,2022-08-16,E00921,86.6,68.1,79.2,89.2,Good,Yes
PF004543,E01404,2024-07-13,E00174,76.2,60.2,72.6,81.6,Good,No
PF004544,E01404,2025-01-11,E00174,84.5,64.2,79.6,73.1,Good,No
PF004545,E01405,2022-12-26,E01329,85.8,76.2,78.9,75.3,Good,No
PF004546,E01405,2023-06-26,E01329,72.0,68.7,83.8,59.6,Good,Yes
PF004547,E01405,2023-12-25,E01329,90.7,86.4,92.3,94.6,Excellent,No
PF004548,E01405,2024-06-24,E01329,79.3,62.8,79.2,77.9,Good,No
PF004549,E01405,2024-12-23,E01329,67.0,76.6,63.8,57.4,Average,No
PF004550,E01405,2025-06-23,E01329,76.2,74.0,81.1,53.9,Good,No
PF004551,E01406,2025-04-12,E00231,65.8,63.8,83.1,75.8,Good,No
PF004552,E01407,2021-04-15,E01407,76.8,81.3,80.0,79.1,Good,No
PF004553,E01407,2021-10-14,E01407,94.8,62.7,85.8,77.8,Good,No
PF004554,E01407,2022-04-14,E01407,78.9,69.7,75.5,74.2,Good,No
PF004555,E01407,2022-10-13,E01407,85.9,85.3,82.7,78.9,Good,No
PF004556,E01407,2023-04-13,E01407,70.1,68.4,94.1,100.0,Good,Yes
PF004557,E01407,2023-10-12,E01407,79.2,67.1,75.7,70.4,Good,No
PF004558,E01407,2024-04-11,E01407,81.2,100.0,87.9,61.5,Good,No
PF004559,E01407,2024-10-10,E01407,79.7,74.1,65.5,62.2,Good,Yes
PF004560,E01407,2025-04-10,E01407,92.6,67.4,76.1,88.6,Good,Yes
PF004561,E01408,2021-07-14,E00982,71.5,73.1,86.6,78.4,Good,No
PF004562,E01408,2022-01-12,E00982,60.5,82.8,88.9,71.0,Good,No
PF004563,E01408,2022-07-13,E00982,62.6,77.6,65.9,100.0,Good,Yes
PF004564,E01408,2023-01-11,E00982,78.8,70.6,84.3,94.0,Good,No
PF004565,E01408,2023-07-12,E00982,91.2,87.9,65.1,87.7,Good,No
PF004566,E01408,2024-01-10,E00982,71.1,71.0,100.0,73.9,Good,No
PF004567,E01408,2024-07-10,E00982,76.7,61.0,76.6,76.3,Good,Yes
PF004568,E01408,2025-01-08,E00982,85.8,70.9,88.0,74.8,Good,No
PF004569,E01409,2024-07-10,E01206,78.2,74.0,96.7,94.2,Good,Yes
PF004570,E01409,2025-01-08,E01206,74.0,77.4,87.2,81.8,Good,No
PF004571,E01410,2022-03-01,E00390,57.4,84.3,72.0,93.5,Good,Yes
PF004572,E01410,2022-08-30,E00390,67.9,68.0,68.4,68.8,Average,No
PF004573,E01410,2023-02-28,E00390,63.1,83.8,75.9,56.7,Average,No
PF004574,E01410,2023-08-29,E00390,83.9,68.9,83.3,76.3,Good,Yes
PF004575,E01410,2024-02-27,E00390,90.6,77.8,85.4,69.7,Good,No
PF004576,E01410,2024-08-27,E00390,71.9,82.9,84.0,75.0,Good,Yes
PF004577,E01411,2020-09-04,E00659,68.2,60.9,77.1,82.8,Good,No
PF004578,E01411,2021-03-05,E00659,66.1,71.9,92.4,85.6,Good,No
PF004579,E01411,2021-09-03,E00659,86.5,73.9,79.2,69.8,Good,No
PF004580,E01411,2022-03-04,E00659,74.9,75.8,89.9,88.8,Good,Yes
PF004581,E01411,2022-09-02,E00659,52.3,86.0,93.6,81.4,Good,No
PF004582,E01411,2023-03-03,E00659,66.2,86.3,74.2,76.8,Good,Yes
PF004583,E01411,2023-09-01,E00659,67.8,88.4,76.8,73.1,Good,No
PF004584,E01411,2024-03-01,E00659,74.4,58.5,100.0,100.0,Good,No
PF004585,E01411,2024-08-30,E00659,79.9,65.6,86.0,75.2,Good,Yes
PF004586,E01411,2025-02-28,E00659,81.4,56.4,80.3,87.3,Good,No
PF004587,E01412,2024-09-24,E01412,62.5,62.3,67.5,51.5,Average,No
PF004588,E01412,2025-03-25,E01412,76.4,88.1,84.2,71.5,Good,No
PF004589,E01413,2022-01-04,E00555,72.3,61.0,61.1,77.2,Average,No
PF004590,E01413,2022-07-05,E00555,81.3,89.1,83.4,75.0,Good,No
PF004591,E01413,2023-01-03,E00555,68.0,59.7,85.6,78.4,Good,Yes
PF004592,E01413,2023-07-04,E00555,87.7,98.0,58.3,79.6,Good,No
PF004593,E01413,2024-01-02,E00555,83.0,70.2,82.7,74.4,Good,No
PF004594,E01413,2024-07-02,E00555,77.6,79.4,98.3,95.9,Good,No
PF004595,E01413,2024-12-31,E00555,58.8,73.9,84.8,60.6,Average,No
PF004596,E01414,2020-09-01,E01144,73.1,77.7,98.8,85.1,Good,No
PF004597,E01414,2021-03-02,E01144,78.0,100.0,75.4,86.6,Good,No
PF004598,E01414,2021-08-31,E01144,67.1,100.0,69.7,54.6,Good,No
PF004599,E01415,2021-09-10,E00721,61.2,49.8,74.0,82.3,Average,No
PF004600,E01415,2022-03-11,E00721,66.6,66.3,72.5,78.6,Good,No
PF004601,E01415,2022-09-09,E00721,82.3,93.5,70.3,79.8,Good,No
PF004602,E01415,2023-03-10,E00721,64.8,58.0,85.5,70.2,Average,No
PF004603,E01416,2023-08-06,E01111,74.1,62.4,95.1,77.4,Good,No
PF004604,E01416,2024-02-04,E01111,48.7,60.9,89.6,76.5,Average,No
PF004605,E01416,2024-08-04,E01111,60.6,68.6,64.3,65.7,Average,No
PF004606,E01416,2025-02-02,E01111,74.4,60.1,76.9,61.0,Average,No
PF004607,E01417,2024-11-09,E00741,84.1,93.0,70.9,87.8,Good,No
PF004608,E01418,2024-05-09,E01044,74.0,75.7,75.2,65.3,Good,No
PF004609,E01418,2024-11-07,E01044,78.7,83.4,74.8,76.9,Good,Yes
PF004610,E01418,2025-05-08,E01044,67.5,57.3,89.4,67.9,Good,Yes
PF004611,E01419,2022-06-07,E01379,73.1,85.2,88.0,66.6,Good,No
PF004612,E01419,2022-12-06,E01379,66.2,82.7,97.0,51.0,Good,No
PF004613,E01419,2023-06-06,E01379,76.6,65.5,89.5,83.5,Good,Yes
PF004614,E01419,2023-12-05,E01379,72.8,55.4,85.4,90.2,Good,No
PF004615,E01419,2024-06-04,E01379,57.7,91.0,67.2,73.3,Good,No
PF004616,E01419,2024-12-03,E01379,47.8,94.9,83.9,99.1,Good,No
PF004617,E01419,2025-06-03,E01379,72.6,83.1,86.6,67.9,Good,Yes
PF004618,E01420,2023-10-22,E00295,62.0,93.2,81.7,84.9,Good,Yes
PF004619,E01420,2024-04-21,E00295,80.5,81.5,87.7,72.2,Good,Yes
PF004620,E01420,2024-10-20,E00295,57.1,60.7,86.3,70.4,Average,No
PF004621,E01420,2025-04-20,E00295,72.0,74.7,84.5,70.9,Good,No
PF004622,E01422,2025-05-18,E01313,62.4,66.1,70.2,84.0,Good,No
PF004623,E01423,2022-11-24,E01423,67.9,84.8,81.3,75.6,Good,Yes
PF004624,E01423,2023-05-25,E01423,59.7,92.5,81.9,97.3,Good,No
PF004625,E01423,2023-11-23,E01423,86.2,82.4,84.8,81.2,Good,Yes
PF004626,E01423,2024-05-23,E01423,91.1,88.7,80.8,73.2,Good,No
PF004627,E01423,2024-11-21,E01423,97.4,95.1,86.1,71.7,Good,Yes
PF004628,E01424,2024-06-30,E00063,71.4,97.3,90.4,74.6,Good,Yes
PF004629,E01424,2024-12-29,E00063,68.7,68.0,83.3,65.5,Good,Yes
PF004630,E01424,2025-06-29,E00063,69.8,35.3,77.8,75.7,Average,No
PF004631,E01427,2024-01-24,E01427,68.8,87.2,72.1,67.3,Good,No
PF004632,E01427,2024-07-24,E01427,68.8,80.2,75.9,91.8,Good,Yes
PF004633,E01428,2023-03-28,E00524,64.6,79.7,73.3,77.3,Good,No
PF004634,E01428,2023-09-26,E00524,62.2,66.1,66.1,78.1,Average,No
PF004635,E01428,2024-03-26,E00524,59.4,97.8,74.8,82.3,Good,No
PF004636,E01428,2024-09-24,E00524,74.3,100.0,99.0,78.6,Good,No
