Leave_ID,Employee_ID,Leave_Type,Start_Date,End_Date,Total_Days,Approval_Status
L008213,E01284,Casual,2020-06-17,2020-06-18,2,Rejected
L008214,E01284,Annual,2022-01-13,2022-01-14,2,Approved
L008215,E01284,Annual,2020-07-03,2020-07-07,5,Approved
L008216,E01284,Sick,2020-06-21,2020-06-26,6,Approved
L008217,E01284,Casual,2020-06-06,2020-06-11,6,Approved
L008218,E01284,Annual,2020-07-07,2020-07-12,6,Approved
L008219,E01284,Casual,2021-08-17,2021-08-17,1,Approved
L008220,E01285,Sick,2024-03-27,2024-03-30,4,Approved
L008221,E01286,Annual,2024-11-03,2024-11-06,4,Pending
L008222,E01286,Paternity,2024-02-14,2024-02-28,15,Approved
L008223,E01286,Sick,2024-05-12,2024-05-12,1,Approved
L008224,E01286,Sick,2025-02-09,2025-02-11,3,Approved
L008225,E01286,Casual,2024-06-30,2024-07-05,6,Approved
L008226,E01286,Sick,2025-04-22,2025-04-24,3,Approved
L008227,E01288,Sick,2024-10-09,2024-10-14,6,Approved
L008228,E01288,Unpaid,2024-10-03,2024-10-09,7,Approved
L008229,E01289,Sick,2025-01-16,2025-01-22,7,Approved
L008230,E01289,Casual,2024-12-28,2024-12-30,3,Approved
L008231,E01290,Casual,2023-06-02,2023-06-08,7,Approved
L008232,E01290,Annual,2022-11-27,2022-11-29,3,Approved
L008233,E01290,Maternity,2025-05-19,2025-08-06,80,Approved
L008234,E01290,Unpaid,2023-12-28,2023-12-29,2,Approved
L008235,E01290,Sick,2025-04-27,2025-04-29,3,Approved
L008236,E01290,Sick,2024-05-05,2024-05-08,4,Approved
L008237,E01290,Annual,2022-08-03,2022-08-04,2,Approved
L008238,E01290,Sick,2025-06-12,2025-06-18,7,Rejected
L008239,E01290,Annual,2024-07-13,2024-07-14,2,Approved
L008240,E01290,Sick,2025-05-11,2025-05-14,4,Approved
L008241,E01290,Annual,2024-02-28,2024-03-01,3,Approved
L008242,E01290,Sick,2025-06-18,2025-06-24,7,Approved
L008243,E01290,Sick,2024-08-26,2024-09-01,7,Approved
L008244,E01290,Casual,2023-03-11,2023-03-12,2,Approved
L008245,E01290,Annual,2022-09-01,2022-09-07,7,Approved
L008246,E01291,Casual,2023-12-20,2023-12-24,5,Approved
L008247,E01291,Annual,2023-12-12,2023-12-18,7,Approved
L008248,E01291,Sick,2024-01-08,2024-01-08,1,Approved
L008249,E01291,Sick,2023-12-09,2023-12-12,4,Rejected
L008250,E01291,Casual,2023-12-06,2023-12-12,7,Pending
L008251,E01291,Sick,2024-01-05,2024-01-11,7,Rejected
L008252,E01292,Sick,2025-05-19,2025-05-22,4,Approved
L008253,E01292,Unpaid,2024-09-21,2024-09-21,1,Approved
L008254,E01292,Annual,2025-02-05,2025-02-08,4,Pending
L008255,E01292,Sick,2024-08-05,2024-08-08,4,Approved
L008256,E01292,Sick,2024-07-29,2024-08-04,7,Approved
L008257,E01292,Casual,2024-06-24,2024-06-29,6,Approved
L008258,E01293,Maternity,2025-03-16,2025-05-31,77,Approved
L008259,E01294,Annual,2021-09-20,2021-09-20,1,Approved
L008260,E01294,Paternity,2021-08-29,2021-09-05,8,Rejected
L008261,E01294,Unpaid,2021-08-30,2021-09-04,6,Approved
L008262,E01294,Sick,2021-06-11,2021-06-15,5,Approved
L008263,E01296,Casual,2023-11-28,2023-12-02,5,Approved
L008264,E01296,Casual,2025-06-09,2025-06-09,1,Approved
L008265,E01296,Maternity,2025-06-01,2025-08-18,79,Approved
L008266,E01296,Sick,2025-06-26,2025-06-28,3,Approved
L008267,E01296,Sick,2021-10-24,2021-10-27,4,Approved
L008268,E01296,Sick,2024-03-02,2024-03-06,5,Approved
L008269,E01296,Sick,2021-04-12,2021-04-16,5,Approved
L008270,E01296,Casual,2024-09-26,2024-09-26,1,Approved
L008271,E01296,Annual,2025-05-06,2025-05-06,1,Pending
L008272,E01296,Sick,2024-11-03,2024-11-05,3,Approved
L008273,E01296,Annual,2025-06-16,2025-06-18,3,Approved
L008274,E01296,Unpaid,2023-02-20,2023-02-24,5,Rejected
L008275,E01296,Unpaid,2025-06-26,2025-06-30,5,Rejected
L008276,E01296,Sick,2022-11-05,2022-11-05,1,Approved
L008277,E01296,Annual,2024-12-14,2024-12-16,3,Approved
L008278,E01296,Unpaid,2022-11-05,2022-11-09,5,Rejected
L008279,E01297,Annual,2023-05-24,2023-05-24,1,Approved
L008280,E01297,Casual,2022-11-06,2022-11-11,6,Approved
L008281,E01297,Paternity,2024-05-30,2024-06-08,10,Approved
L008282,E01297,Sick,2024-06-01,2024-06-04,4,Approved
L008283,E01297,Casual,2024-02-16,2024-02-21,6,Rejected
L008284,E01297,Annual,2022-09-27,2022-10-02,6,Approved
L008285,E01297,Casual,2023-11-05,2023-11-05,1,Approved
L008286,E01297,Casual,2025-06-04,2025-06-08,5,Approved
L008287,E01297,Casual,2025-02-16,2025-02-22,7,Approved
L008288,E01297,Casual,2022-08-16,2022-08-17,2,Approved
L008289,E01297,Sick,2023-03-30,2023-04-03,5,Approved
L008290,E01297,Casual,2024-02-28,2024-02-28,1,Pending
L008291,E01297,Sick,2025-02-11,2025-02-17,7,Approved
L008292,E01297,Sick,2022-11-04,2022-11-10,7,Approved
L008293,E01299,Sick,2024-10-13,2024-10-14,2,Approved
L008294,E01299,Casual,2024-08-18,2024-08-20,3,Approved
L008295,E01299,Annual,2024-07-08,2024-07-10,3,Approved
L008296,E01299,Sick,2025-03-17,2025-03-17,1,Approved
L008297,E01299,Sick,2024-11-14,2024-11-19,6,Approved
L008298,E01299,Sick,2024-11-28,2024-12-01,4,Approved
L008299,E01299,Maternity,2024-06-11,2024-09-01,83,Approved
L008300,E01300,Sick,2022-09-02,2022-09-03,2,Approved
L008301,E01301,Sick,2025-06-06,2025-06-09,4,Approved
L008302,E01301,Casual,2023-08-08,2023-08-10,3,Approved
L008303,E01301,Sick,2024-12-30,2024-12-30,1,Rejected
L008304,E01301,Sick,2025-01-04,2025-01-08,5,Rejected
L008305,E01302,Annual,2025-04-08,2025-04-14,7,Approved
L008306,E01303,Annual,2023-12-24,2023-12-27,4,Rejected
L008307,E01303,Annual,2025-01-17,2025-01-18,2,Approved
L008308,E01303,Maternity,2025-04-05,2025-06-12,69,Approved
L008309,E01303,Paternity,2024-12-22,2024-12-30,9,Pending
L008310,E01303,Unpaid,2024-01-05,2024-01-08,4,Approved
L008311,E01303,Sick,2025-03-03,2025-03-07,5,Approved
L008312,E01303,Annual,2024-05-12,2024-05-18,7,Approved
L008313,E01303,Casual,2024-02-02,2024-02-05,4,Approved
L008314,E01304,Annual,2024-09-04,2024-09-07,4,Pending
L008315,E01304,Annual,2025-06-28,2025-07-01,4,Approved
L008316,E01304,Unpaid,2025-02-15,2025-02-20,6,Approved
L008317,E01305,Annual,2023-06-29,2023-07-05,7,Approved
L008318,E01305,Casual,2024-06-23,2024-06-28,6,Approved
L008319,E01305,Casual,2024-09-12,2024-09-16,5,Approved
L008320,E01305,Unpaid,2024-09-27,2024-10-01,5,Pending
L008321,E01305,Sick,2024-10-11,2024-10-12,2,Approved
L008322,E01305,Casual,2023-05-19,2023-05-22,4,Approved
L008323,E01305,Maternity,2023-09-02,2023-11-06,66,Pending
L008324,E01305,Casual,2025-01-17,2025-01-20,4,Approved
L008325,E01305,Maternity,2024-03-05,2024-05-26,83,Approved
L008326,E01305,Unpaid,2024-12-01,2024-12-03,3,Approved
L008327,E01306,Paternity,2023-06-26,2023-07-10,15,Approved
L008328,E01307,Casual,2024-02-21,2024-02-23,3,Rejected
L008329,E01307,Paternity,2024-06-05,2024-06-09,5,Rejected
L008330,E01307,Unpaid,2023-03-16,2023-03-22,7,Approved
L008331,E01307,Casual,2023-09-24,2023-09-30,7,Approved
L008332,E01307,Unpaid,2023-02-22,2023-02-24,3,Approved
L008333,E01307,Sick,2024-07-09,2024-07-09,1,Rejected
L008334,E01308,Unpaid,2023-05-25,2023-05-26,2,Approved
L008335,E01308,Sick,2023-08-02,2023-08-02,1,Approved
L008336,E01308,Sick,2024-03-29,2024-04-02,5,Approved
L008337,E01308,Unpaid,2024-02-08,2024-02-12,5,Approved
L008338,E01308,Sick,2022-10-31,2022-11-03,4,Approved
L008339,E01308,Annual,2024-02-17,2024-02-22,6,Approved
L008340,E01308,Paternity,2024-02-24,2024-03-06,12,Pending
L008341,E01309,Unpaid,2022-02-12,2022-02-15,4,Approved
L008342,E01310,Annual,2024-03-18,2024-03-24,7,Pending
L008343,E01311,Casual,2023-08-06,2023-08-12,7,Rejected
L008344,E01311,Casual,2023-09-01,2023-09-02,2,Approved
L008345,E01312,Casual,2024-06-03,2024-06-06,4,Approved
L008346,E01312,Annual,2024-12-19,2024-12-23,5,Approved
L008347,E01312,Sick,2024-11-17,2024-11-17,1,Approved
L008348,E01312,Annual,2024-08-14,2024-08-20,7,Rejected
L008349,E01312,Unpaid,2023-04-27,2023-05-01,5,Approved
L008350,E01312,Casual,2024-06-20,2024-06-23,4,Approved
L008351,E01313,Casual,2023-01-14,2023-01-18,5,Approved
L008352,E01313,Casual,2022-05-27,2022-06-02,7,Rejected
L008353,E01313,Sick,2023-05-01,2023-05-04,4,Approved
L008354,E01313,Sick,2022-12-13,2022-12-18,6,Pending
L008355,E01313,Sick,2023-05-28,2023-05-28,1,Approved
L008356,E01313,Unpaid,2022-09-11,2022-09-11,1,Approved
L008357,E01313,Sick,2022-06-02,2022-06-02,1,Approved
L008358,E01313,Sick,2023-03-09,2023-03-11,3,Rejected
L008359,E01314,Casual,2024-11-22,2024-11-27,6,Approved
L008360,E01315,Sick,2023-12-07,2023-12-12,6,Approved
L008361,E01315,Unpaid,2023-06-05,2023-06-05,1,Pending
L008362,E01315,Sick,2023-05-31,2023-05-31,1,Approved
L008363,E01315,Casual,2024-01-29,2024-02-04,7,Pending
L008364,E01315,Sick,2024-11-19,2024-11-22,4,Approved
L008365,E01315,Annual,2024-10-04,2024-10-09,6,Approved
L008366,E01316,Casual,2020-12-09,2020-12-15,7,Approved
L008367,E01316,Maternity,2022-07-21,2022-09-19,61,Approved
L008368,E01316,Annual,2021-03-31,2021-04-02,3,Approved
L008369,E01316,Sick,2023-12-24,2023-12-28,5,Approved
L008370,E01316,Casual,2022-01-01,2022-01-03,3,Approved
L008371,E01316,Casual,2023-11-16,2023-11-22,7,Approved
L008372,E01316,Casual,2024-05-21,2024-05-21,1,Rejected
L008373,E01316,Annual,2023-02-18,2023-02-21,4,Approved
L008374,E01316,Sick,2022-07-01,2022-07-05,5,Approved
L008375,E01316,Casual,2024-02-17,2024-02-20,4,Approved
L008376,E01316,Sick,2024-09-28,2024-09-30,3,Approved
L008377,E01316,Sick,2024-06-04,2024-06-08,5,Approved
L008378,E01316,Casual,2024-04-28,2024-04-28,1,Approved
L008379,E01316,Sick,2021-01-27,2021-01-28,2,Approved
L008380,E01316,Paternity,2023-03-11,2023-03-19,9,Approved
L008381,E01316,Sick,2024-01-20,2024-01-25,6,Approved
L008382,E01316,Casual,2023-03-04,2023-03-07,4,Approved
L008383,E01316,Paternity,2021-08-13,2021-08-19,7,Pending
L008384,E01316,Annual,2020-11-03,2020-11-07,5,Approved
L008385,E01316,Casual,2022-02-18,2022-02-18,1,Approved
L008386,E01317,Sick,2023-09-07,2023-09-07,1,Approved
L008387,E01317,Sick,2024-02-25,2024-02-26,2,Approved
L008388,E01317,Sick,2024-11-21,2024-11-26,6,Approved
L008389,E01317,Casual,2024-08-23,2024-08-28,6,Approved
L008390,E01317,Sick,2023-07-25,2023-07-25,1,Approved
L008391,E01317,Casual,2024-08-16,2024-08-22,7,Approved
L008392,E01317,Casual,2024-04-08,2024-04-10,3,Approved
L008393,E01317,Maternity,2023-08-25,2023-11-04,72,Approved
L008394,E01317,Casual,2024-10-14,2024-10-18,5,Approved
L008395,E01319,Casual,2023-11-17,2023-11-19,3,Approved
L008396,E01319,Casual,2023-02-15,2023-02-18,4,Approved
L008397,E01319,Unpaid,2023-08-11,2023-08-13,3,Approved
L008398,E01319,Annual,2023-02-23,2023-02-23,1,Approved
L008399,E01319,Casual,2023-11-12,2023-11-17,6,Rejected
L008400,E01319,Annual,2022-10-11,2022-10-13,3,Approved
L008401,E01320,Annual,2023-05-02,2023-05-06,5,Approved
L008402,E01320,Sick,2020-12-18,2020-12-23,6,Approved
L008403,E01320,Casual,2025-01-01,2025-01-04,4,Approved
L008404,E01320,Annual,2022-07-12,2022-07-18,7,Approved
L008405,E01320,Casual,2024-09-06,2024-09-10,5,Approved
L008406,E01320,Sick,2021-07-11,2021-07-13,3,Approved
L008407,E01320,Annual,2021-06-05,2021-06-09,5,Approved
L008408,E01320,Annual,2020-11-04,2020-11-07,4,Pending
L008409,E01320,Casual,2023-11-09,2023-11-11,3,Approved
L008410,E01320,Casual,2023-09-05,2023-09-07,3,Approved
L008411,E01320,Sick,2020-10-04,2020-10-10,7,Pending
L008412,E01320,Annual,2025-01-07,2025-01-08,2,Approved
L008413,E01320,Sick,2025-03-26,2025-03-26,1,Rejected
L008414,E01321,Annual,2025-03-30,2025-03-30,1,Approved
L008415,E01323,Annual,2024-11-08,2024-11-13,6,Pending
L008416,E01323,Sick,2025-06-09,2025-06-13,5,Approved
L008417,E01323,Annual,2024-03-13,2024-03-15,3,Approved
L008418,E01323,Casual,2024-12-05,2024-12-10,6,Approved
L008419,E01324,Sick,2021-01-14,2021-01-14,1,Approved
L008420,E01324,Casual,2020-08-31,2020-09-01,2,Approved
L008421,E01324,Annual,2024-02-21,2024-02-26,6,Approved
L008422,E01324,Sick,2022-02-22,2022-02-25,4,Approved
L008423,E01324,Annual,2022-01-31,2022-02-03,4,Pending
L008424,E01324,Sick,2021-03-04,2021-03-09,6,Approved
L008425,E01324,Sick,2023-03-25,2023-03-28,4,Rejected
L008426,E01324,Unpaid,2022-12-05,2022-12-06,2,Approved
L008427,E01324,Annual,2022-02-20,2022-02-23,4,Approved
L008428,E01324,Annual,2021-07-25,2021-07-27,3,Approved
L008429,E01324,Sick,2020-11-23,2020-11-23,1,Approved
L008430,E01324,Casual,2021-06-12,2021-06-18,7,Pending
L008431,E01324,Casual,2021-11-27,2021-12-01,5,Approved
L008432,E01324,Annual,2021-05-12,2021-05-14,3,Rejected
L008433,E01324,Maternity,2021-09-18,2021-12-09,83,Approved
L008434,E01324,Casual,2021-03-09,2021-03-10,2,Approved
L008435,E01324,Sick,2021-07-26,2021-07-28,3,Approved
L008436,E01324,Annual,2023-06-16,2023-06-16,1,Approved
L008437,E01324,Casual,2023-09-01,2023-09-07,7,Pending
L008438,E01324,Sick,2021-07-02,2021-07-07,6,Approved
L008439,E01324,Casual,2022-04-04,2022-04-05,2,Approved
L008440,E01325,Unpaid,2020-10-26,2020-10-30,5,Approved
L008441,E01325,Annual,2021-04-21,2021-04-21,1,Approved
L008442,E01325,Casual,2021-05-12,2021-05-14,3,Approved
L008443,E01326,Annual,2024-04-13,2024-04-13,1,Rejected
L008444,E01326,Sick,2023-12-03,2023-12-08,6,Approved
L008445,E01326,Sick,2023-10-04,2023-10-05,2,Approved
L008446,E01326,Casual,2024-03-20,2024-03-21,2,Approved
L008447,E01326,Annual,2024-01-01,2024-01-04,4,Pending
L008448,E01326,Sick,2023-12-13,2023-12-14,2,Approved
L008449,E01327,Annual,2023-11-08,2023-11-14,7,Approved
L008450,E01327,Sick,2023-09-04,2023-09-05,2,Approved
L008451,E01327,Annual,2023-08-27,2023-08-28,2,Approved
L008452,E01328,Annual,2024-01-31,2024-02-05,6,Approved
L008453,E01328,Annual,2023-11-18,2023-11-24,7,Approved
L008454,E01328,Paternity,2024-12-03,2024-12-15,13,Approved
L008455,E01328,Maternity,2024-03-19,2024-05-22,65,Pending
L008456,E01328,Sick,2025-01-16,2025-01-22,7,Approved
L008457,E01329,Sick,2022-07-05,2022-07-09,5,Approved
L008458,E01329,Casual,2024-07-24,2024-07-24,1,Pending
L008459,E01329,Sick,2024-05-26,2024-05-26,1,Rejected
L008460,E01329,Casual,2024-10-17,2024-10-21,5,Approved
L008461,E01329,Sick,2022-12-20,2022-12-22,3,Approved
L008462,E01329,Unpaid,2023-05-29,2023-05-31,3,Approved
L008463,E01329,Annual,2022-12-27,2022-12-30,4,Approved
L008464,E01329,Annual,2024-08-14,2024-08-20,7,Approved
L008465,E01329,Casual,2022-07-09,2022-07-13,5,Approved
L008466,E01329,Sick,2023-05-22,2023-05-25,4,Approved
L008467,E01329,Sick,2025-05-16,2025-05-21,6,Pending
L008468,E01329,Annual,2023-01-22,2023-01-23,2,Approved
L008469,E01329,Casual,2025-02-04,2025-02-09,6,Approved
L008470,E01329,Sick,2023-01-21,2023-01-22,2,Approved
L008471,E01330,Maternity,2025-05-27,2025-08-23,89,Approved
L008472,E01331,Annual,2025-04-03,2025-04-07,5,Approved
L008473,E01332,Sick,2025-04-06,2025-04-06,1,Approved
L008474,E01332,Sick,2025-03-13,2025-03-19,7,Approved
L008475,E01332,Paternity,2024-09-28,2024-10-02,5,Approved
L008476,E01332,Casual,2024-10-17,2024-10-23,7,Approved
L008477,E01332,Unpaid,2024-10-16,2024-10-22,7,Approved
L008478,E01332,Sick,2024-05-09,2024-05-09,1,Approved
L008479,E01332,Annual,2025-04-29,2025-05-01,3,Approved
L008480,E01333,Annual,2025-06-21,2025-06-26,6,Pending
L008481,E01334,Paternity,2023-10-25,2023-11-03,10,Approved
L008482,E01334,Sick,2023-12-18,2023-12-18,1,Approved
L008483,E01334,Unpaid,2023-06-21,2023-06-24,4,Approved
L008484,E01334,Paternity,2024-06-04,2024-06-18,15,Approved
L008485,E01334,Sick,2023-09-24,2023-09-26,3,Approved
L008486,E01334,Sick,2023-03-22,2023-03-27,6,Approved
L008487,E01334,Sick,2023-10-03,2023-10-09,7,Approved
L008488,E01334,Sick,2024-08-09,2024-08-12,4,Rejected
L008489,E01335,Annual,2023-06-04,2023-06-09,6,Approved
L008490,E01335,Annual,2022-11-23,2022-11-26,4,Approved
L008491,E01335,Casual,2025-03-21,2025-03-21,1,Approved
L008492,E01335,Sick,2023-02-07,2023-02-09,3,Approved
L008493,E01335,Casual,2025-01-10,2025-01-15,6,Approved
L008494,E01335,Paternity,2023-09-16,2023-09-26,11,Approved
L008495,E01335,Annual,2025-05-01,2025-05-04,4,Approved
L008496,E01335,Casual,2023-04-28,2023-04-28,1,Approved
L008497,E01335,Annual,2025-04-18,2025-04-21,4,Approved
L008498,E01335,Casual,2024-06-11,2024-06-14,4,Approved
L008499,E01336,Annual,2023-06-06,2023-06-07,2,Pending
L008500,E01336,Annual,2025-03-04,2025-03-06,3,Approved
L008501,E01336,Sick,2023-08-08,2023-08-12,5,Pending
L008502,E01336,Sick,2024-06-13,2024-06-18,6,Approved
L008503,E01336,Annual,2025-03-28,2025-03-31,4,Approved
L008504,E01336,Sick,2023-10-14,2023-10-19,6,Approved
L008505,E01336,Annual,2025-06-20,2025-06-26,7,Approved
L008506,E01336,Maternity,2025-06-27,2025-09-08,74,Approved
L008507,E01336,Sick,2023-04-13,2023-04-17,5,Approved
L008508,E01336,Sick,2023-06-19,2023-06-23,5,Approved
L008509,E01336,Sick,2023-12-07,2023-12-12,6,Approved
L008510,E01336,Maternity,2023-11-30,2024-02-10,73,Approved
L008511,E01336,Maternity,2024-01-20,2024-03-30,71,Approved
L008512,E01336,Casual,2023-02-15,2023-02-21,7,Pending
L008513,E01336,Annual,2025-04-13,2025-04-17,5,Approved
L008514,E01337,Maternity,2022-02-28,2022-05-03,65,Approved
L008515,E01337,Casual,2023-01-16,2023-01-17,2,Approved
L008516,E01337,Casual,2023-05-19,2023-05-20,2,Approved
L008517,E01337,Sick,2024-11-29,2024-11-29,1,Approved
L008518,E01337,Sick,2024-08-14,2024-08-17,4,Approved
L008519,E01337,Annual,2023-03-19,2023-03-20,2,Approved
L008520,E01337,Annual,2024-03-17,2024-03-20,4,Approved
L008521,E01337,Unpaid,2022-12-03,2022-12-07,5,Approved
L008522,E01337,Sick,2024-03-02,2024-03-05,4,Approved
L008523,E01337,Casual,2024-12-16,2024-12-18,3,Approved
L008524,E01337,Sick,2023-12-22,2023-12-28,7,Approved
L008525,E01337,Casual,2022-04-11,2022-04-16,6,Approved
L008526,E01338,Annual,2023-09-30,2023-10-02,3,Rejected
L008527,E01338,Unpaid,2023-07-05,2023-07-08,4,Approved
L008528,E01339,Sick,2022-06-08,2022-06-12,5,Approved
L008529,E01339,Sick,2022-05-09,2022-05-11,3,Approved
L008530,E01339,Annual,2021-05-26,2021-05-29,4,Approved
L008531,E01339,Casual,2022-12-12,2022-12-12,1,Approved
L008532,E01339,Annual,2021-04-26,2021-04-28,3,Pending
L008533,E01339,Sick,2020-08-27,2020-08-28,2,Rejected
L008534,E01339,Annual,2022-08-16,2022-08-19,4,Approved
L008535,E01339,Casual,2020-03-09,2020-03-14,6,Approved
L008536,E01339,Sick,2021-01-31,2021-02-01,2,Pending
L008537,E01339,Casual,2022-07-06,2022-07-11,6,Approved
L008538,E01339,Sick,2020-04-02,2020-04-04,3,Approved
L008539,E01339,Casual,2022-12-26,2022-12-27,2,Approved
L008540,E01340,Annual,2022-08-08,2022-08-11,4,Approved
L008541,E01340,Sick,2025-01-25,2025-01-29,5,Rejected
L008542,E01340,Annual,2022-04-08,2022-04-10,3,Approved
L008543,E01340,Paternity,2022-05-27,2022-06-07,12,Approved
L008544,E01340,Casual,2022-09-19,2022-09-25,7,Approved
L008545,E01340,Annual,2022-07-15,2022-07-19,5,Approved
L008546,E01340,Sick,2022-12-18,2022-12-23,6,Approved
L008547,E01340,Paternity,2024-11-02,2024-11-13,12,Rejected
L008548,E01340,Paternity,2025-01-03,2025-01-16,14,Approved
L008549,E01340,Paternity,2022-06-15,2022-06-27,13,Approved
L008550,E01340,Casual,2022-08-04,2022-08-08,5,Approved
L008551,E01340,Casual,2023-10-31,2023-11-06,7,Approved
L008552,E01340,Annual,2023-01-28,2023-01-31,4,Rejected
L008553,E01340,Unpaid,2023-11-04,2023-11-07,4,Approved
L008554,E01340,Sick,2021-03-13,2021-03-13,1,Approved
L008555,E01340,Annual,2021-05-03,2021-05-06,4,Pending
L008556,E01340,Unpaid,2024-01-15,2024-01-20,6,Approved
L008557,E01341,Sick,2023-09-09,2023-09-10,2,Approved
L008558,E01341,Casual,2022-10-02,2022-10-07,6,Approved
L008559,E01341,Casual,2023-08-17,2023-08-20,4,Approved
L008560,E01341,Sick,2023-12-04,2023-12-06,3,Approved
L008561,E01341,Sick,2023-12-24,2023-12-30,7,Pending
L008562,E01341,Annual,2023-11-21,2023-11-27,7,Approved
L008563,E01341,Sick,2024-04-15,2024-04-16,2,Approved
L008564,E01341,Casual,2024-07-14,2024-07-17,4,Approved
L008565,E01341,Casual,2023-01-10,2023-01-12,3,Approved
L008566,E01341,Unpaid,2025-04-25,2025-04-26,2,Approved
L008567,E01341,Annual,2023-10-19,2023-10-21,3,Approved
L008568,E01342,Maternity,2023-02-11,2023-05-09,88,Approved
L008569,E01342,Sick,2023-03-29,2023-04-01,4,Rejected
L008570,E01342,Sick,2024-09-09,2024-09-15,7,Approved
L008571,E01342,Casual,2025-04-24,2025-04-26,3,Approved
L008572,E01342,Sick,2022-11-10,2022-11-11,2,Approved
L008573,E01342,Annual,2025-06-18,2025-06-23,6,Approved
L008574,E01342,Annual,2023-11-30,2023-12-02,3,Approved
L008575,E01342,Casual,2024-01-09,2024-01-15,7,Approved
L008576,E01342,Maternity,2025-04-20,2025-06-20,62,Approved
L008577,E01342,Annual,2024-08-14,2024-08-20,7,Pending
L008578,E01342,Paternity,2025-04-09,2025-04-19,11,Approved
L008579,E01342,Paternity,2023-09-24,2023-10-03,10,Approved
L008580,E01342,Casual,2022-05-03,2022-05-09,7,Approved
L008581,E01343,Annual,2022-06-30,2022-07-01,2,Pending
L008582,E01343,Annual,2025-03-30,2025-04-01,3,Approved
L008583,E01343,Casual,2025-05-02,2025-05-08,7,Approved
L008584,E01343,Sick,2022-11-12,2022-11-18,7,Approved
L008585,E01343,Casual,2024-08-26,2024-08-27,2,Approved
L008586,E01343,Casual,2022-11-21,2022-11-24,4,Rejected
L008587,E01343,Annual,2023-04-22,2023-04-27,6,Pending
L008588,E01343,Casual,2025-02-13,2025-02-15,3,Approved
L008589,E01343,Unpaid,2022-06-09,2022-06-15,7,Approved
L008590,E01343,Casual,2025-03-13,2025-03-18,6,Approved
L008591,E01343,Casual,2022-06-10,2022-06-10,1,Approved
L008592,E01343,Sick,2024-03-04,2024-03-09,6,Approved
L008593,E01343,Casual,2024-08-18,2024-08-23,6,Rejected
L008594,E01344,Annual,2022-11-10,2022-11-14,5,Pending
L008595,E01344,Sick,2022-12-20,2022-12-26,7,Approved
L008596,E01344,Annual,2022-11-02,2022-11-03,2,Approved
L008597,E01345,Sick,2024-01-27,2024-01-29,3,Approved
L008598,E01345,Maternity,2025-03-11,2025-05-25,76,Rejected
L008599,E01345,Sick,2023-10-17,2023-10-19,3,Pending
L008600,E01345,Casual,2025-03-02,2025-03-07,6,Approved
L008601,E01345,Paternity,2024-05-12,2024-05-21,10,Approved
L008602,E01345,Unpaid,2025-03-23,2025-03-28,6,Approved
L008603,E01345,Annual,2023-06-09,2023-06-15,7,Approved
L008604,E01345,Sick,2025-03-30,2025-04-02,4,Approved
L008605,E01345,Sick,2023-09-14,2023-09-20,7,Approved
L008606,E01345,Sick,2024-07-16,2024-07-21,6,Approved
L008607,E01346,Casual,2024-11-19,2024-11-22,4,Approved
L008608,E01346,Annual,2024-02-18,2024-02-21,4,Approved
L008609,E01346,Maternity,2023-06-19,2023-08-30,73,Pending
L008610,E01347,Sick,2021-12-09,2021-12-13,5,Approved
L008611,E01347,Sick,2021-09-30,2021-09-30,1,Approved
L008612,E01347,Annual,2021-11-04,2021-11-07,4,Approved
L008613,E01347,Annual,2021-01-05,2021-01-08,4,Approved
L008614,E01347,Maternity,2022-09-29,2022-12-19,82,Approved
L008615,E01347,Sick,2022-08-18,2022-08-20,3,Pending
L008616,E01348,Casual,2024-08-16,2024-08-17,2,Rejected
L008617,E01350,Paternity,2024-06-18,2024-07-02,15,Approved
L008618,E01350,Sick,2024-08-15,2024-08-19,5,Rejected
L008619,E01350,Casual,2025-06-10,2025-06-14,5,Approved
L008620,E01350,Sick,2024-08-21,2024-08-25,5,Pending
L008621,E01350,Maternity,2024-11-10,2025-02-02,85,Approved
L008622,E01350,Sick,2025-02-05,2025-02-06,2,Approved
L008623,E01351,Annual,2025-06-28,2025-07-01,4,Approved
L008624,E01351,Annual,2025-04-18,2025-04-18,1,Approved
L008625,E01351,Annual,2024-12-14,2024-12-15,2,Approved
L008626,E01351,Casual,2025-06-08,2025-06-09,2,Approved
L008627,E01351,Casual,2022-09-18,2022-09-23,6,Approved
L008628,E01351,Maternity,2022-12-14,2023-02-13,62,Rejected
L008629,E01351,Casual,2021-03-17,2021-03-17,1,Approved
L008630,E01351,Annual,2021-12-29,2021-12-30,2,Approved
L008631,E01351,Annual,2024-09-25,2024-09-25,1,Approved
L008632,E01351,Casual,2021-08-11,2021-08-17,7,Approved
L008633,E01351,Casual,2022-10-05,2022-10-11,7,Approved
L008634,E01351,Casual,2022-02-15,2022-02-21,7,Approved
L008635,E01351,Annual,2023-05-11,2023-05-13,3,Rejected
L008636,E01351,Sick,2023-09-11,2023-09-12,2,Approved
L008637,E01351,Casual,2022-09-26,2022-09-29,4,Approved
L008638,E01351,Annual,2025-01-15,2025-01-20,6,Approved
L008639,E01352,Casual,2024-06-19,2024-06-21,3,Approved
L008640,E01352,Casual,2024-08-16,2024-08-17,2,Rejected
L008641,E01352,Sick,2025-02-28,2025-03-05,6,Rejected
L008642,E01352,Casual,2024-12-02,2024-12-03,2,Approved
L008643,E01352,Sick,2024-10-20,2024-10-24,5,Approved
